provider_state,drg_definition,drg_definition
DC,948 - SIGNS & SYMPTOMS W/O MCC,6
ND,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,6
ND,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,6
ND,603 - CELLULITIS W/O MCC,6
RI,377 - G.I. HEMORRHAGE W MCC,6
ND,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",6
ND,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,6
RI,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,6
ND,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,6
ND,176 - PULMONARY EMBOLISM W/O MCC,6
ND,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,6
ND,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,6
VT,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,6
ND,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",6
DE,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,6
ND,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",6
VT,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,6
DE,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,6
MT,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",6
ND,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,6
ND,378 - G.I. HEMORRHAGE W CC,6
ND,377 - G.I. HEMORRHAGE W MCC,6
ND,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,6
ND,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,6
VT,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",6
ND,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,6
ND,293 - HEART FAILURE & SHOCK W/O CC/MCC,6
ND,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,6
ND,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,6
ND,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,6
ND,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,6
ND,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,6
ND,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,6
ND,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,6
ND,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,6
ND,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,6
ND,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",6
RI,948 - SIGNS & SYMPTOMS W/O MCC,6
ND,682 - RENAL FAILURE W MCC,6
ND,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,6
ND,291 - HEART FAILURE & SHOCK W MCC,6
ND,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,6
ND,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,6
ND,683 - RENAL FAILURE W CC,6
RI,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,6
DE,194 - SIMPLE PNEUMONIA & PLEURISY W CC,6
ID,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5
KS,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,5
ID,638 - DIABETES W CC,5
ID,812 - RED BLOOD CELL DISORDERS W/O MCC,5
KS,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,5
ID,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,5
CO,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,5
KS,305 - HYPERTENSION W/O MCC,5
KS,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,5
AK,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,5
ID,948 - SIGNS & SYMPTOMS W/O MCC,5
AK,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5
ND,948 - SIGNS & SYMPTOMS W/O MCC,5
ID,536 - FRACTURES OF HIP & PELVIS W/O MCC,5
ID,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,5
MT,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,5
HI,552 - MEDICAL BACK PROBLEMS W/O MCC,5
MT,377 - G.I. HEMORRHAGE W MCC,5
OR,101 - SEIZURES W/O MCC,5
HI,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5
ND,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,5
IA,252 - OTHER VASCULAR PROCEDURES W MCC,5
IA,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5
MT,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,5
IA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,5
IA,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,5
ID,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,5
CO,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",5
ID,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,5
ID,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,5
WY,313 - CHEST PAIN,5
MT,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,5
AK,291 - HEART FAILURE & SHOCK W MCC,5
ND,253 - OTHER VASCULAR PROCEDURES W CC,5
ID,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",5
ID,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,5
DC,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,5
ND,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",5
AK,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5
WY,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5
WV,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,5
MT,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,5
ME,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5
NH,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,5
NH,536 - FRACTURES OF HIP & PELVIS W/O MCC,5
MT,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,5
NH,305 - HYPERTENSION W/O MCC,5
UT,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,5
UT,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,5
UT,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,5
NH,253 - OTHER VASCULAR PROCEDURES W CC,5
NH,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,5
NH,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,5
ND,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",5
UT,300 - PERIPHERAL VASCULAR DISORDERS W CC,5
NE,811 - RED BLOOD CELL DISORDERS W MCC,5
NE,684 - RENAL FAILURE W/O CC/MCC,5
NE,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,5
UT,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,5
NE,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5
NE,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",5
ND,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,5
NE,252 - OTHER VASCULAR PROCEDURES W MCC,5
UT,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,5
UT,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,5
ND,812 - RED BLOOD CELL DISORDERS W/O MCC,5
UT,473 - CERVICAL SPINAL FUSION W/O CC/MCC,5
UT,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,5
UT,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,5
NE,149 - DYSEQUILIBRIUM,5
ND,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,5
ME,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,5
NV,885 - PSYCHOSES,5
ME,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",5
NV,602 - CELLULITIS W MCC,5
NV,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,5
MT,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,5
MT,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,5
NV,303 - ATHEROSCLEROSIS W/O MCC,5
MT,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,5
NV,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5
NV,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,5
UT,536 - FRACTURES OF HIP & PELVIS W/O MCC,5
LA,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",5
NM,536 - FRACTURES OF HIP & PELVIS W/O MCC,5
NM,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,5
ND,312 - SYNCOPE & COLLAPSE,5
NM,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,5
NM,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,5
NM,203 - BRONCHITIS & ASTHMA W/O CC/MCC,5
AK,683 - RENAL FAILURE W CC,5
NM,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,5
NM,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,5
ME,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,5
ME,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,5
ME,300 - PERIPHERAL VASCULAR DISORDERS W CC,5
ME,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5
AK,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,5
ND,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",5
ME,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,5
ME,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,5
NH,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,5
ID,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,5
DE,378 - G.I. HEMORRHAGE W CC,5
DE,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,5
VT,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5
SD,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5
SD,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,5
VT,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,5
SD,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5
RI,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,5
RI,811 - RED BLOOD CELL DISORDERS W MCC,5
SD,948 - SIGNS & SYMPTOMS W/O MCC,5
WA,203 - BRONCHITIS & ASTHMA W/O CC/MCC,5
DE,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5
DE,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,5
DE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,5
SD,313 - CHEST PAIN,5
DC,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5
DC,202 - BRONCHITIS & ASTHMA W CC/MCC,5
DE,603 - CELLULITIS W/O MCC,5
DE,638 - DIABETES W CC,5
DE,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",5
DE,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5
DE,202 - BRONCHITIS & ASTHMA W CC/MCC,5
DE,683 - RENAL FAILURE W CC,5
DC,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,5
DC,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,5
DC,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,5
RI,552 - MEDICAL BACK PROBLEMS W/O MCC,5
RI,536 - FRACTURES OF HIP & PELVIS W/O MCC,5
DE,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,5
RI,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",5
DE,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,5
SD,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,5
DE,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5
DE,312 - SYNCOPE & COLLAPSE,5
RI,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,5
DE,313 - CHEST PAIN,5
DE,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,5
DE,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,5
VT,292 - HEART FAILURE & SHOCK W CC,5
VT,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,5
DE,293 - HEART FAILURE & SHOCK W/O CC/MCC,5
SD,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,5
DE,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5
DE,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,5
DE,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,5
SD,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,5
DE,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,5
SD,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,5
SD,390 - G.I. OBSTRUCTION W/O CC/MCC,5
SD,389 - G.I. OBSTRUCTION W CC,5
SD,379 - G.I. HEMORRHAGE W/O CC/MCC,5
SD,312 - SYNCOPE & COLLAPSE,5
DE,682 - RENAL FAILURE W MCC,5
DE,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",5
DC,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,5
DE,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,5
HI,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,5
HI,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5
DE,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5
WV,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",5
RI,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5
HI,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,5
OR,885 - PSYCHOSES,5
OR,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,5
DE,069 - TRANSIENT ISCHEMIA,5
DC,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",5
HI,313 - CHEST PAIN,5
OR,602 - CELLULITIS W MCC,5
HI,377 - G.I. HEMORRHAGE W MCC,5
SD,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",5
DC,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,5
VT,389 - G.I. OBSTRUCTION W CC,5
HI,390 - G.I. OBSTRUCTION W/O CC/MCC,5
DE,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5
DE,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5
DE,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",5
DE,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,5
DC,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,5
DE,812 - RED BLOOD CELL DISORDERS W/O MCC,5
DC,377 - G.I. HEMORRHAGE W MCC,5
VT,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,5
RI,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,5
DC,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,5
VT,312 - SYNCOPE & COLLAPSE,5
DE,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,5
RI,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,5
VT,683 - RENAL FAILURE W CC,5
OR,379 - G.I. HEMORRHAGE W/O CC/MCC,5
MT,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,5
VT,379 - G.I. HEMORRHAGE W/O CC/MCC,4
SD,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,4
ND,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,4
RI,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",4
MT,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",4
VT,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,4
UT,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,4
ND,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,4
UT,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",4
DE,203 - BRONCHITIS & ASTHMA W/O CC/MCC,4
NE,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,4
RI,149 - DYSEQUILIBRIUM,4
NE,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,4
MN,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,4
NE,602 - CELLULITIS W MCC,4
SD,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,4
RI,176 - PULMONARY EMBOLISM W/O MCC,4
SD,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,4
RI,203 - BRONCHITIS & ASTHMA W/O CC/MCC,4
SD,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,4
DE,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,4
SD,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,4
SD,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,4
SD,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,4
UT,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,4
UT,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,4
MT,253 - OTHER VASCULAR PROCEDURES W CC,4
VT,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,4
DE,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,4
RI,253 - OTHER VASCULAR PROCEDURES W CC,4
NE,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,4
HI,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,4
MT,638 - DIABETES W CC,4
AK,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,4
WY,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,4
DC,389 - G.I. OBSTRUCTION W CC,4
DC,390 - G.I. OBSTRUCTION W/O CC/MCC,4
AK,313 - CHEST PAIN,4
ND,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",4
DC,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,4
DE,101 - SEIZURES W/O MCC,4
AK,293 - HEART FAILURE & SHOCK W/O CC/MCC,4
DC,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,4
AK,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",4
WY,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,4
DE,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,4
DC,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,4
WY,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,4
WY,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,4
DC,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,4
DC,602 - CELLULITIS W MCC,4
DC,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4
DC,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4
ND,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,4
WY,552 - MEDICAL BACK PROBLEMS W/O MCC,4
WY,603 - CELLULITIS W/O MCC,4
DC,811 - RED BLOOD CELL DISORDERS W MCC,4
AK,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,4
DC,684 - RENAL FAILURE W/O CC/MCC,4
WY,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,4
WY,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,4
RI,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,4
DC,253 - OTHER VASCULAR PROCEDURES W CC,4
RI,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,4
DC,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,4
RI,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,4
ND,638 - DIABETES W CC,4
UT,885 - PSYCHOSES,4
UT,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4
ND,552 - MEDICAL BACK PROBLEMS W/O MCC,4
ND,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,4
MT,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4
ND,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4
DC,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",4
ND,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,4
MT,536 - FRACTURES OF HIP & PELVIS W/O MCC,4
ND,390 - G.I. OBSTRUCTION W/O CC/MCC,4
WY,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,4
DE,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4
NE,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4
ND,389 - G.I. OBSTRUCTION W CC,4
DC,305 - HYPERTENSION W/O MCC,4
AK,812 - RED BLOOD CELL DISORDERS W/O MCC,4
VT,812 - RED BLOOD CELL DISORDERS W/O MCC,4
ND,313 - CHEST PAIN,4
VT,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,4
WV,885 - PSYCHOSES,4
RI,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4
DC,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,4
ND,300 - PERIPHERAL VASCULAR DISORDERS W CC,4
NE,885 - PSYCHOSES,4
NH,379 - G.I. HEMORRHAGE W/O CC/MCC,4
NH,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,4
DE,389 - G.I. OBSTRUCTION W CC,4
CO,305 - HYPERTENSION W/O MCC,4
ID,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,4
DE,811 - RED BLOOD CELL DISORDERS W MCC,4
DC,149 - DYSEQUILIBRIUM,4
ID,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,4
DC,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4
ID,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,4
DE,684 - RENAL FAILURE W/O CC/MCC,4
KS,203 - BRONCHITIS & ASTHMA W/O CC/MCC,4
DE,552 - MEDICAL BACK PROBLEMS W/O MCC,4
DE,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,4
DE,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",4
MT,069 - TRANSIENT ISCHEMIA,4
NV,811 - RED BLOOD CELL DISORDERS W MCC,4
DE,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4
NV,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,4
DE,379 - G.I. HEMORRHAGE W/O CC/MCC,4
VT,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,4
NV,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4
VT,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,4
VT,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4
MT,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4
VT,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,4
RI,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,4
DE,377 - G.I. HEMORRHAGE W MCC,4
WV,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,4
SD,683 - RENAL FAILURE W CC,4
SD,682 - RENAL FAILURE W MCC,4
DC,069 - TRANSIENT ISCHEMIA,4
ID,390 - G.I. OBSTRUCTION W/O CC/MCC,4
NM,885 - PSYCHOSES,4
MT,313 - CHEST PAIN,4
MT,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,4
MT,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,4
OR,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,4
HI,389 - G.I. OBSTRUCTION W CC,4
OR,202 - BRONCHITIS & ASTHMA W CC/MCC,4
HI,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,4
HI,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,4
HI,885 - PSYCHOSES,4
HI,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,4
